subject,image,size,shape,bill length,bill shape,tail shape,wing shape,head pattern,breast pattern,back pattern,tail pattern,belly pattern,wing pattern,primary color,wing color,upperparts color,underparts color,upper tail color,back color,breast color,throat color,eye color,forehead color,under tail color,nape color,belly color,leg color,bill color,crown color
595nc7j00tfublv,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0017_21719.jpg,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
595nc7j00tfublv,015.Lazuli_Bunting/Lazuli_Bunting_0047_14863.jpg,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
595nc7j00tfublv,015.Lazuli_Bunting/Lazuli_Bunting_0078_15164.jpg,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
595nc7j00tfublv,045.Northern_Fulmar/Northern_Fulmar_0011_43769.jpg,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
595nc7j00tfublv,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0002_26410.jpg,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
595nc7j00tfublv,056.Pine_Grosbeak/Pine_Grosbeak_0039_38400.jpg,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True
595nc7j00tfublv,090.Red_breasted_Merganser/Red_Breasted_Merganser_0066_79275.jpg,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
595nc7j00tfublv,017.Cardinal/Cardinal_0049_18258.jpg,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
595nc7j00tfublv,016.Painted_Bunting/Painted_Bunting_0019_15231.jpg,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
595nc7j00tfublv,085.Horned_Lark/Horned_Lark_0083_74444.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
595nc7j00tfublv,195.Carolina_Wren/Carolina_Wren_0036_186722.jpg,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
595nc7j00tfublv,181.Worm_eating_Warbler/Worm_Eating_Warbler_0002_795533.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
595nc7j00tfublv,039.Least_Flycatcher/Least_Flycatcher_0075_30441.jpg,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595nc7j00tfublv,122.Harris_Sparrow/Harris_Sparrow_0086_116373.jpg,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
595nc7j00tfublv,152.Blue_headed_Vireo/Blue_Headed_Vireo_0113_156332.jpg,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True
595nc7j00tfublv,005.Crested_Auklet/Crested_Auklet_0059_794929.jpg,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
595nc7j00tfublv,096.Hooded_Oriole/Hooded_Oriole_0041_90218.jpg,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
595nc7j00tfublv,132.White_crowned_Sparrow/White_Crowned_Sparrow_0076_127604.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
595nc7j00tfublv,137.Cliff_Swallow/Cliff_Swallow_0061_133259.jpg,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
595nc7j00tfublv,036.Northern_Flicker/Northern_Flicker_0124_28966.jpg,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
595nc7j00tfublv,100.Brown_Pelican/Brown_Pelican_0066_94840.jpg,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
595nc7j00tfublv,024.Red_faced_Cormorant/Red_Faced_Cormorant_0069_796274.jpg,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
595nc7j00tfublv,195.Carolina_Wren/Carolina_Wren_0078_186570.jpg,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0028_795450.jpg,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,117.Clay_colored_Sparrow/Clay_Colored_Sparrow_0055_110647.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,108.White_necked_Raven/White_Necked_Raven_0056_797373.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,152.Blue_headed_Vireo/Blue_Headed_Vireo_0115_156099.jpg,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0034_797305.jpg,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,154.Red_eyed_Vireo/Red_Eyed_Vireo_0043_157162.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,182.Yellow_Warbler/Yellow_Warbler_0042_176460.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
q0w242orewhq22w,106.Horned_Puffin/Horned_Puffin_0026_100937.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,004.Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,029.American_Crow/American_Crow_0131_25706.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0035_181913.jpg,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,054.Blue_Grosbeak/Blue_Grosbeak_0041_37174.jpg,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,047.American_Goldfinch/American_Goldfinch_0136_32277.jpg,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,085.Horned_Lark/Horned_Lark_0110_73826.jpg,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,005.Crested_Auklet/Crested_Auklet_0048_1791.jpg,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,045.Northern_Fulmar/Northern_Fulmar_0033_43794.jpg,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,046.Gadwall/Gadwall_0025_30933.jpg,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,093.Clark_Nutcracker/Clark_Nutcracker_0142_85322.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,192.Downy_Woodpecker/Downy_Woodpecker_0004_184648.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,112.Great_Grey_Shrike/Great_Grey_Shrike_0044_106851.jpg,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,119.Field_Sparrow/Field_Sparrow_0009_113860.jpg,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,193.Bewick_Wren/Bewick_Wren_0070_184892.jpg,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,061.Heermann_Gull/Heermann_Gull_0046_45888.jpg,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,067.Anna_Hummingbird/Anna_Hummingbird_0093_56851.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
q0w242orewhq22w,025.Pelagic_Cormorant/Pelagic_Cormorant_0042_23522.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,197.Marsh_Wren/Marsh_Wren_0028_188797.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,186.Cedar_Waxwing/Cedar_Waxwing_0011_179149.jpg,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
q0w242orewhq22w,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0065_796933.jpg,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
q0w242orewhq22w,088.Western_Meadowlark/Western_Meadowlark_0067_78529.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
q0w242orewhq22w,115.Brewer_Sparrow/Brewer_Sparrow_0062_107456.jpg,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfa79z54m0pa398,183.Northern_Waterthrush/Northern_Waterthrush_0038_177027.jpg,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
yfa79z54m0pa398,171.Myrtle_Warbler/Myrtle_Warbler_0094_166922.jpg,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
yfa79z54m0pa398,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0055_795507.jpg,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
yfa79z54m0pa398,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0050_42598.jpg,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
yfa79z54m0pa398,167.Hooded_Warbler/Hooded_Warbler_0106_164869.jpg,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False
yfa79z54m0pa398,077.Tropical_Kingbird/Tropical_Kingbird_0022_69742.jpg,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
yfa79z54m0pa398,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0024_26832.jpg,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True
yfa79z54m0pa398,052.Pied_billed_Grebe/Pied_Billed_Grebe_0071_35386.jpg,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
yfa79z54m0pa398,150.Sage_Thrasher/Sage_Thrasher_0081_155724.jpg,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
yfa79z54m0pa398,191.Red_headed_Woodpecker/Red_Headed_Woodpecker_0042_182834.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True
yfa79z54m0pa398,148.Green_tailed_Towhee/Green_Tailed_Towhee_0004_154951.jpg,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
yfa79z54m0pa398,130.Tree_Sparrow/Tree_Sparrow_0113_123613.jpg,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
yfa79z54m0pa398,177.Prothonotary_Warbler/Prothonotary_Warbler_0121_174643.jpg,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfa79z54m0pa398,059.California_Gull/California_Gull_0039_41034.jpg,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
yfa79z54m0pa398,067.Anna_Hummingbird/Anna_Hummingbird_0019_57025.jpg,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
yfa79z54m0pa398,127.Savannah_Sparrow/Savannah_Sparrow_0023_120326.jpg,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
yfa79z54m0pa398,080.Green_Kingfisher/Green_Kingfisher_0007_71163.jpg,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
yfa79z54m0pa398,197.Marsh_Wren/Marsh_Wren_0042_188195.jpg,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
yfa79z54m0pa398,106.Horned_Puffin/Horned_Puffin_0047_100967.jpg,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
yfa79z54m0pa398,130.Tree_Sparrow/Tree_Sparrow_0090_110145.jpg,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
yfa79z54m0pa398,048.European_Goldfinch/European_Goldfinch_0104_794634.jpg,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
yfa79z54m0pa398,108.White_necked_Raven/White_Necked_Raven_0005_102653.jpg,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
yfa79z54m0pa398,019.Gray_Catbird/Gray_Catbird_0007_20186.jpg,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
yfa79z54m0pa398,132.White_crowned_Sparrow/White_Crowned_Sparrow_0085_127194.jpg,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
yfa79z54m0pa398,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0086_21877.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
yfa79z54m0pa398,165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0108_164356.jpg,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
yfa79z54m0pa398,039.Least_Flycatcher/Least_Flycatcher_0029_30362.jpg,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
yfa79z54m0pa398,009.Brewer_Blackbird/Brewer_Blackbird_0025_2231.jpg,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfa79z54m0pa398,037.Acadian_Flycatcher/Acadian_Flycatcher_0050_795608.jpg,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
yfa79z54m0pa398,173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0027_168381.jpg,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ha014ec35de3erx,170.Mourning_Warbler/Mourning_Warbler_0018_795386.jpg,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ha014ec35de3erx,159.Black_and_white_Warbler/Black_And_White_Warbler_0025_160584.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ha014ec35de3erx,102.Western_Wood_Pewee/Western_Wood_Pewee_0051_98206.jpg,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ha014ec35de3erx,144.Common_Tern/Common_Tern_0075_148528.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
ha014ec35de3erx,004.Groove_billed_Ani/Groove_Billed_Ani_0087_1765.jpg,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ha014ec35de3erx,193.Bewick_Wren/Bewick_Wren_0121_184765.jpg,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ha014ec35de3erx,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0008_30686.jpg,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
ha014ec35de3erx,010.Red_winged_Blackbird/Red_Winged_Blackbird_0072_4338.jpg,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ha014ec35de3erx,178.Swainson_Warbler/Swainson_Warbler_0014_794858.jpg,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ha014ec35de3erx,027.Shiny_Cowbird/Shiny_Cowbird_0031_796851.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ha014ec35de3erx,092.Nighthawk/Nighthawk_0021_82562.jpg,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ha014ec35de3erx,114.Black_throated_Sparrow/Black_Throated_Sparrow_0056_107010.jpg,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
ha014ec35de3erx,112.Great_Grey_Shrike/Great_Grey_Shrike_0066_106759.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ha014ec35de3erx,023.Brandt_Cormorant/Brandt_Cormorant_0091_22825.jpg,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ha014ec35de3erx,118.House_Sparrow/House_Sparrow_0084_111300.jpg,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
